Year,State,ActivityStartDate,As,Ca,Cd,Cr,Cu,Fe,K,Mg,Mn,Ni,P,Pb,Zn,Hg
2019,WI,2019-01-24,,,,,,,,,,,0.0699999999999999,,,
2019,WI,2019-01-29,,,,,,,,,,,0.0872,,,
2019,WI,2019-01-31,,,,,,,,,,,0.045,,,
2019,WI,2019-02-02,,,,,,,,,,,0.2689999999999999,,,
2019,WI,2019-02-03,,,,,,,,,,,0.9623333333333334,,,
2019,WI,2019-02-04,,,,,,,,,,,1.040054794520548,,,
2019,WI,2019-02-05,,38.16666666666666,,,,,,17.169999999999998,,,0.8734999999999999,,,
2019,WI,2019-02-06,,34.8,,,,,,17.85,,,0.4365,,,
2019,WI,2019-02-07,,,,,,,,,,,0.494125,,,
2019,WI,2019-02-08,,,,,,,,,,,0.4327142857142857,,,
2019,WI,2019-02-09,,,,,,,,,,,0.69,,,
2019,WI,2019-02-11,,,,,,,,,,,0.2360434782608695,,,
2019,WI,2019-02-13,,,,,,,,,,,0.122,,,
2019,WI,2019-02-14,,25.9,,,,,0.82,14.5,,,0.0865714285714285,,,
2019,WI,2019-02-15,,,,,,,,,,,0.1035,,,
2019,WI,2019-02-18,,,,,,,,,,,0.0866363636363636,,,
2019,WI,2019-02-19,,,,,,,,,,,0.096,,,
2019,WI,2019-02-20,,,,,,,,,,,0.14,,,
2019,WI,2019-02-22,,,,,,,,,,,0.043,,,
2019,WI,2019-02-23,,,,,,,,,,,0.317,,,
2019,WI,2019-02-24,,,,,,,,,,,0.1589285714285714,,,
2019,WI,2019-02-25,,,,,,,,,,,0.2683333333333333,,,
2019,WI,2019-02-26,,,,,,,,,,,0.104,,,
2019,WI,2019-02-28,,,,,,,,,,,0.13,,,
2019,WI,2019-03-04,,,,,,,,,,,0.1263333333333333,,,
2019,WI,2019-03-05,,,,,,,,,,,0.0605,,,
2019,WI,2019-03-06,,65.8,,,,,0.8699999999999999,32.25,,,0.0303333333333333,,,
2019,WI,2019-03-07,,46.79999999999999,,,,,1.913333333333333,25.53333333333333,,,0.086,,,
2019,WI,2019-03-08,,,,,,,,,,,0.1022,,,
2019,WI,2019-03-09,,,,,,,,,,,2.467,,,
2019,WI,2019-03-10,,,,,,,,,,,0.1798333333333333,,,
2019,WI,2019-03-11,,,,,,,,,,,0.0982,,,
2019,WI,2019-03-12,,,,,,,,,,,1.2759285714285713,,,
2019,WI,2019-03-13,,,,,,,,,,,1.1908493150684931,,,
2019,WI,2019-03-14,,,,,,,,,,,0.6756407185628742,,,
2019,WI,2019-03-15,,,,,,,,,,,0.6053387096774193,,,
2019,WI,2019-03-16,,,,,,,,,,,0.7988529411764707,,,
2019,WI,2019-03-17,,,,,,,,,,,0.4493461538461538,,,
2019,WI,2019-03-18,,,,,,,,,,,0.4602058823529412,,,
2019,WI,2019-03-19,,18.6,,,,,1.04,10.3,,,0.6077931034482759,,,
2019,WI,2019-03-20,,,,,,,,,,,0.3070952380952381,,,
2019,WI,2019-03-21,,,,,,,,,,,0.2908125,,,
2019,WI,2019-03-22,,,,,,,,,,,0.2982727272727272,,,
2019,WI,2019-03-23,,,,,,,,,,,0.25475,,,
2019,WI,2019-03-24,,,,,,,,,,,1.2079285714285717,,,
2019,WI,2019-03-25,,,,,,,,,,,0.2096,,,
2019,WI,2019-03-26,,,,,,,,,,,0.1227999999999999,,,
2019,WI,2019-03-27,,,,,,,,,,,0.0998571428571428,,,
2019,WI,2019-03-28,,,,,,,,,,,0.2835,,,
2019,WI,2019-03-29,,,,,,,,,,,0.264,,,
2019,WI,2019-03-30,,,,,,,,,,,0.214,,,
2019,WI,2019-04-01,,,,,,,,,,,0.0608333333333333,,,
2019,WI,2019-04-02,,13.3,,,,,0.75,7.15,,,0.1013846153846153,,,
2019,WI,2019-04-03,,,,,,,,,,,0.11325,,,
2019,WI,2019-04-04,,,,,,,,,,,0.08,,,
2019,WI,2019-04-05,,,,,,,,,,,0.0761666666666666,,,
2019,WI,2019-04-06,,,,,,,,,,,0.8835,,,
2019,WI,2019-04-07,,,,,,,,,,,0.5822727272727273,,,
2019,WI,2019-04-08,,,,,,,,,,,0.175,,,
2019,WI,2019-04-09,,,,,,,,,,,0.1133999999999999,,,
2019,WI,2019-04-10,,,,,,,,,,,0.5352,,,
2019,WI,2019-04-11,,,,,,,,,,,0.2558461538461538,,,
2019,WI,2019-04-12,,,,,,,,,,,0.2679111111111111,,,
2019,WI,2019-04-13,,,,,,,,,,,0.2700606060606061,,,
2019,WI,2019-04-14,,,,,,,,,,,0.133875,,,
2019,WI,2019-04-15,,7.88,,,,,0.922,4.34,,,0.1068461538461538,,,
2019,WI,2019-04-16,,,,,,,,,,,0.10825,,,
2019,WI,2019-04-17,,,,,,,,,,,0.8013255813953488,,,
2019,WI,2019-04-18,,,,,,,,,,,0.3470227272727272,,,
2019,WI,2019-04-19,,,,,,,,,,,0.1966666666666666,,,
2019,WI,2019-04-20,,,,,,,,,,,0.1207999999999999,,,
2019,WI,2019-04-21,,,,,,,,,,,0.1645,,,
2019,WI,2019-04-22,,,,,,,,,,,0.5584333333333333,,,
2019,WI,2019-04-23,,,,,,,,,,,0.407,,,
2019,WI,2019-04-24,,,,,,,,,,,0.2147894736842105,,,
2019,WI,2019-04-25,,,,,,,,,,,0.0895,,,
2019,WI,2019-04-26,,,,,,,,,,,0.036,,,
2019,WI,2019-04-27,,,,,,,,,,,0.1417272727272727,,,
2019,WI,2019-04-28,,,,,,,,,,,0.0695,,,
2019,WI,2019-04-29,,,,,,,,,,,0.1781363636363636,,,
2019,WI,2019-04-30,,34.8,,,,,3.21,34.7,,,0.0853599999999999,,,
2019,WI,2019-05-01,,38.35,,,,,2.345,31.15,,,0.1994307692307692,,,
2019,WI,2019-05-02,,,,,,,,,,,0.2079411764705882,,,
2019,WI,2019-05-03,,,,,,,,,,,0.1652666666666666,,,
2019,WI,2019-05-04,,,,,,,,,,,0.134,,,
2019,WI,2019-05-05,,,,,,,,,,,0.2839473684210526,,,
2019,WI,2019-05-06,,,,,,,,,,,0.1784736842105263,,,
2019,WI,2019-05-07,,40.53,,,,,0.685,20.655,,,0.0696249999999999,,,
2019,WI,2019-05-08,,24.700000000000003,,,,,,11.09,,,0.3231509433962264,,,
2019,WI,2019-05-09,,,,,,,,,,,0.31562,,,
2019,WI,2019-05-10,,,,,,,,,,,0.2432,,,
2019,WI,2019-05-11,,,,,,,,,,,0.1283333333333333,,,
2019,WI,2019-05-12,,,,,,,,,,,0.0536666666666666,,,
2019,WI,2019-05-13,,,,,,,,,,,0.1155,,,
2019,WI,2019-05-14,0.285,60.825,,1.6,,,1.5775,34.95,0.25,,0.0898,,,
2019,WI,2019-05-15,0.22,58.85,,1.45,0.915,,2.5700000000000003,32.95,,0.345,0.1345454545454545,,,
2019,WI,2019-05-16,,,,,,,,,,,0.5387142857142857,,,
2019,WI,2019-05-17,,,,,,,,,,,0.2196363636363636,,,
2019,WI,2019-05-18,,,,,,,,,,,0.0928571428571428,,,
2019,WI,2019-05-19,,,,,,,,,,,0.25409375,,,
2019,WI,2019-05-20,,,,,,,,,,,0.2538378378378378,,,
2019,WI,2019-05-21,,8.22,,,,,0.569,4.27,,,0.3344761904761905,,,
2019,WI,2019-05-22,,,,,,,,,,,0.3014,,,
2019,WI,2019-05-23,,45.8,,,,,2.41,25.666666666666668,23.33333333333333,,0.18275,,,
2019,WI,2019-05-24,,,,,,,,,,,0.2384375,,,
2019,WI,2019-05-25,,,,,,,,,,,2.2210659340659338,,,
2019,WI,2019-05-26,,,,,,,,,,,0.46992,,,
2019,WI,2019-05-27,,,,,,,,,,,0.8218148148148148,,,
2019,WI,2019-05-28,,,,,,,,,,,0.5935333333333334,,,
2019,WI,2019-05-29,,,,,,,,,,,0.2350799999999999,,,
2019,WI,2019-05-30,,,,,,,,,,,0.3301666666666666,,,
2019,WI,2019-05-31,,,,,,,,,,,0.245625,,,
2019,WI,2019-06-01,,,,,,,,,,,0.2136923076923076,,,
2019,WI,2019-06-02,,,,,,,,,,,0.2728,,,
2019,WI,2019-06-03,,,,,,,,,,,0.1900769230769231,,,
2019,WI,2019-06-04,,,,,,,,,,,0.2332,,,
2019,WI,2019-06-05,,,,,,,,,,,0.1656666666666666,,,
2019,WI,2019-06-06,,,,,,,,,,,0.04,,,
2019,WI,2019-06-09,,,,,,,,,,,0.0795,,,
2019,WI,2019-06-10,,,,,,,,,,,0.158,,,
2019,WI,2019-06-11,,,,,,,,,,,0.2348378378378378,,,
2019,WI,2019-06-12,,,,,,,,,,,0.4574,,,
2019,WI,2019-06-13,,,,,,,,,,,0.392,,,
2019,WI,2019-06-14,,,,,,,,,,,0.16025,,,
2019,WI,2019-06-17,,14.4,,,,,0.469,6.98,,,0.2384615384615384,,,
2019,WI,2019-06-18,,,,,,,,,,,0.1017857142857142,,,
2019,WI,2019-06-19,,,,,,,,,,,0.282,,,
2019,WI,2019-06-20,,22.5,,,,101.0,1.26,7.74,1.03,,0.0666470588235294,,,
2019,WI,2019-06-21,,,,,,,,,,,0.164,,,
2019,WI,2019-06-23,,,,,,,,,,,0.4246666666666667,,,
2019,WI,2019-06-24,,,,,,,,,,,0.5666774193548387,,,
2019,WI,2019-06-25,,,,,,,,,,,0.423875,,,
2019,WI,2019-06-26,,,,,,,,,,,0.2134736842105263,,,
2019,WI,2019-06-27,,,,,,,,,,,0.1987777777777777,,,
2019,WI,2019-06-28,,,,,,,,,,,0.7128625000000001,,,
2019,WI,2019-06-29,,,,,,,,,,,0.378,,,
2019,WI,2019-06-30,,,,,,,,,,,0.7222962962962962,,,
2019,WI,2019-07-01,,,,,,,,,,,0.4163846153846154,,,
2019,WI,2019-07-02,,,,,,,,,,,0.5840714285714286,,,
2019,WI,2019-07-03,,,,,,,,,,,0.6127199999999999,,,
2019,WI,2019-07-04,,,,,,,,,,,1.0430833333333334,,,
2019,WI,2019-07-05,,,,,,,,,,,0.3389999999999999,,,
2019,WI,2019-07-06,,,,,,,,,,,1.118,,,
2019,WI,2019-07-07,,,,,,,,,,,0.4628,,,
2019,WI,2019-07-08,,26.5,,,,,0.886,14.2,,,0.2522222222222222,,,
2019,WI,2019-07-09,,,,,,,,,,,0.2342142857142857,,,
2019,WI,2019-07-10,,,,,,,,,,,0.077,,,
2019,WI,2019-07-11,,,,,,,,,,,0.1369999999999999,,,
2019,WI,2019-07-12,,,,,,,,,,,0.037,,,
2019,WI,2019-07-13,,,,,,,,,,,0.025,,,
2019,WI,2019-07-14,,,,,,,,,,,0.032,,,
2019,WI,2019-07-15,,,,,,,,,,,0.4816086956521739,,,
2019,WI,2019-07-16,,,,,,,,,,,0.1843636363636363,,,
2019,WI,2019-07-18,,,,,,,,,,,0.4756086956521739,,,
2019,WI,2019-07-19,,,,,,,,,,,0.7985,,,
2019,WI,2019-07-20,,,,,,,,,,,0.7032456140350878,,,
2019,WI,2019-07-21,,,,,,,,,,,0.4612631578947368,,,
2019,WI,2019-07-22,,,,,,,,,,,0.4371818181818181,,,
2019,WI,2019-07-23,,25.9,,,,,0.946,14.0,,,0.331,,,
2019,WI,2019-07-24,,,,,,,,,,,0.1035,,,
2019,WI,2019-07-25,,,,,,,,,,,0.2645,,,
2019,WI,2019-07-26,,,,,,,,,,,0.049,,,
2019,WI,2019-07-30,,,,,,,,,,,0.0927142857142857,,,
2019,WI,2019-07-31,,,,,,,,,,,0.111,,,
2019,WI,2019-08-01,,,,,,,,,,,0.186,,,
2019,WI,2019-08-03,,,,,,,,,,,1.127789473684211,,,
2019,WI,2019-08-04,,,,,,,,,,,1.6695,,,
2019,WI,2019-08-05,,30.1,,,,,,14.4,,,0.6637818181818183,,,
2019,WI,2019-08-06,,50.3,,,,,,25.2,,,0.5879508196721311,,,
2019,WI,2019-08-07,,31.65,,,,,,12.614999999999998,,,0.7220350877192983,,,
2019,WI,2019-08-08,,,,,,,,,,,1.0378333333333334,,,
2019,WI,2019-08-09,,,,,,,,,,,0.3831666666666666,,,
2019,WI,2019-08-10,,,,,,,,,,,0.43,,,
2019,WI,2019-08-11,,,,,,,,,,,0.3870714285714286,,,
2019,WI,2019-08-12,,,,,,,,,,,0.4514666666666667,,,
2019,WI,2019-08-13,,27.1,,,,,0.895,14.1,,,0.1165454545454545,,,
2019,WI,2019-08-14,,,,,,,,,,,0.0598,,,
2019,WI,2019-08-15,,,,,,,,,,,0.2033999999999999,,,
2019,WI,2019-08-18,,,,,,,,,,,0.262,,,
2019,WI,2019-08-19,,,,,,,,,,,0.0776666666666666,,,
2019,WI,2019-08-20,,,,,,,,,,,0.227,,,
2019,WI,2019-08-21,,26.8,,,,,1.06,9.45,0.72,,0.1298461538461538,,,
2019,WI,2019-08-23,,,,,,,,,,,0.5348333333333334,,,
2019,WI,2019-08-26,,,,,,,,,,,0.6992499999999999,,,
2019,WI,2019-08-27,,,,,,,,,,,0.1195,,,
2019,WI,2019-08-29,,,,,,,,,,,0.2209,,,
2019,WI,2019-08-30,,,,,,,,,,,0.0965,,,
2019,WI,2019-09-03,,,,,,,,,,,0.713076923076923,,,
2019,WI,2019-09-04,,21.2,,,,,0.794,11.2,,,0.182,,,
2019,WI,2019-09-05,,,,,,,,,,,0.1335,,,
2019,WI,2019-09-06,,,,,,,,,,,0.3038,,,
2019,WI,2019-09-07,,,,,,,,,,,0.284,,,
2019,WI,2019-09-09,,,,,,,,,,,0.3773333333333333,,,
2019,WI,2019-09-10,,,,,,,,,,,1.0912439024390244,,,
2019,WI,2019-09-11,,,,,,,,,,,0.946878048780488,,,
2019,WI,2019-09-12,,,,,,,,,,,0.90235,,,
2019,WI,2019-09-13,,,,,,,,,,,0.7128513513513514,,,
2019,WI,2019-09-14,,,,,,,,,,,0.6151739130434783,,,
2019,WI,2019-09-15,,,,,,,,,,,0.2196,,,
2019,WI,2019-09-16,,16.0,,,,,0.694,7.86,,,0.3107857142857143,,,
2019,WI,2019-09-17,,,,,,,,,,,0.0931428571428571,,,
2019,WI,2019-09-18,,,,,,,,,,,0.0382857142857142,,,
2019,WI,2019-09-19,,,,,,,,,,,0.681,,,
2019,WI,2019-09-20,,,,,,,,,,,0.799,,,
2019,WI,2019-09-21,,,,,,,,,,,0.3496666666666666,,,
2019,WI,2019-09-22,,,,,,,,,,,1.02132183908046,,,
2019,WI,2019-09-23,,,,,,,,,,,0.5453846153846154,,,
2019,WI,2019-09-24,,,,,,,,,,,0.4848888888888888,,,
2019,WI,2019-09-25,,,,,,,,,,,0.4055714285714286,,,
2019,WI,2019-09-26,,,,,,,,,,,0.1688333333333333,,,
2019,WI,2019-09-27,,,,,,,,,,,0.7987142857142857,,,
2019,WI,2019-09-28,,,,,,,,,,,0.1974,,,
2019,WI,2019-09-29,,,,,,,,,,,0.7364999999999999,,,
2019,WI,2019-09-30,,,,,,,,,,,0.3366315789473684,,,
2019,WI,2019-10-01,,,,,,,,,,,0.847051724137931,,,
2019,WI,2019-10-02,,19.2,,,,,0.878,10.2,,,0.78956,,,
2019,WI,2019-10-03,,,,,,,,,,,0.5605,,,
2019,WI,2019-10-04,,,,,,,,,,,0.4653125,,,
2019,WI,2019-10-05,,,,,,,,,,,0.5099166666666667,,,
2019,WI,2019-10-06,,,,,,,,,,,0.6036842105263158,,,
2019,WI,2019-10-07,,,,,,,,,,,0.3670526315789473,,,
2019,WI,2019-10-08,,,,,,,,,,,0.1602857142857142,,,
2019,WI,2019-10-09,,,,,,,,,,,0.2101333333333333,,,
2019,WI,2019-10-10,,,,,,,,,,,0.0839999999999999,,,
2019,WI,2019-10-11,,,,,,,,,,,0.8421944444444445,,,
2019,WI,2019-10-12,,,,,,,,,,,0.5624,,,
2019,WI,2019-10-13,,,,,,,,,,,0.221,,,
2019,WI,2019-10-14,,,,,,,,,,,0.2771666666666667,,,
2019,WI,2019-10-15,,16.9,,,,,0.723,8.63,,,0.1717333333333333,,,
2019,WI,2019-10-16,,,,,,,,,,,0.3875,,,
2019,WI,2019-10-17,,,,,,,,,,,0.2332999999999999,,,
2019,WI,2019-10-19,,,,,,,,,,,0.062,,,
2019,WI,2019-10-21,,,,,,,,,,,0.7559583333333334,,,
2019,WI,2019-10-22,,,,,,,,,,,0.4379166666666667,,,
2019,WI,2019-10-23,,,,,,,,,,,0.068,,,
2019,WI,2019-10-24,,,,,,,,,,,0.3465,,,
2019,WI,2019-10-26,,,,,,,,,,,0.9644666666666668,,,
2019,WI,2019-10-27,,,,,,,,,,,0.4114545454545454,,,
2019,WI,2019-10-28,,,,,,,,,,,0.3076,,,
2019,WI,2019-10-29,,,,,,,,,,,0.151,,,
2019,WI,2019-10-30,,,,,,,,,,,0.189875,,,
2019,WI,2019-10-31,,14.7,,,,,,4.43,,,0.2948,,,
2019,WI,2019-11-01,,,,,,,,,,,0.05,,,
2019,WI,2019-11-03,,,,,,,,,,,0.41425,,,
2019,WI,2019-11-04,,,,,,,,,,,1.8384,,,
2019,WI,2019-11-05,,71.69999999999999,,,,,,37.1,,,0.1267058823529411,,,
2019,WI,2019-11-06,,32.9,,,,,,17.15,,,0.079,,,
2019,WI,2019-11-08,,,,,,,,,,,0.021,,,
2019,WI,2019-11-11,,,,,,,,,,,0.1077272727272727,,,
2019,WI,2019-11-12,,,,,,,,,,,0.01,,,
2019,WI,2019-11-13,,,,,,,,,,,0.1624,,,
2019,WI,2019-11-14,,,,,,,,,,,0.127,,,
2019,WI,2019-11-15,,,,,,,,,,,0.091,,,
2019,WI,2019-11-18,,24.0,,,,,0.885,13.0,,,0.135,,,
2019,WI,2019-11-20,,,,,,,,,,,1.026,,,
2019,WI,2019-11-21,,,,,,,,,,,0.847953125,,,
2019,WI,2019-11-22,,,,,,,,,,,0.5217368421052632,,,
2019,WI,2019-11-23,,,,,,,,,,,0.2894,,,
2019,WI,2019-11-24,,,,,,,,,,,0.1948,,,
2019,WI,2019-11-25,,,,,,,,,,,0.069,,,
2019,WI,2019-11-26,,,,,,,,,,,1.8065,,,
2019,WI,2019-11-27,,,,,,,,,,,0.9270875,,,
2019,WI,2019-11-28,,,,,,,,,,,0.4876666666666667,,,
2019,WI,2019-11-29,,,,,,,,,,,0.2785,,,
2019,WI,2019-11-30,,,,,,,,,,,0.5397058823529413,,,
2019,WI,2019-12-01,,,,,,,,,,,0.464304347826087,,,
2019,WI,2019-12-02,,,,,,,,,,,0.238,,,
2019,WI,2019-12-03,,,,,,,,,,,0.084,,,
2019,WI,2019-12-04,,,,,,,,,,,0.069,,,
2019,WI,2019-12-05,,,,,,,,,,,0.246,,,
2019,WI,2019-12-06,,,,,,,,,,,0.081,,,
2019,WI,2019-12-09,,,,,,,,,,,0.0283333333333333,,,
2019,WI,2019-12-10,,,,,,,,,,,0.192,,,
2019,WI,2019-12-11,,,,,,,,,,,0.035,,,
2019,WI,2019-12-16,,,,,,,,,,,0.1818181818181818,,,
2019,WI,2019-12-17,,21.1,,,,,0.839,11.9,,,0.1414444444444444,,,
2019,WI,2019-12-20,,,,,,,,,,,0.07,,,
2019,WI,2019-12-23,,,,,,,,,,,0.068,,,
2019,WI,2019-12-24,,,,,,,,,,,0.1608571428571428,,,
2019,WI,2019-12-25,,,,,,,,,,,0.1587777777777778,,,
2019,WI,2019-12-26,,,,,,,,,,,0.3587692307692307,,,
2019,WI,2019-12-27,,,,,,,,,,,0.2505,,,
2019,WI,2019-12-28,,,,,,,,,,,1.6430000000000002,,,
2019,WI,2019-12-29,,,,,,,,,,,0.6908461538461539,,,
2019,WI,2019-12-30,,,,,,,,,,,0.4613333333333334,,,
2019,WI,2019-12-31,,,,,,,,,,,0.296875,,,
2020,WI,2020-01-01,,,,,,,,,,,0.216,,,
2020,WI,2020-01-02,,,,,,,,,,,0.1725,,,
2020,WI,2020-01-03,,,,,,,,,,,0.138125,,,
2020,WI,2020-01-04,,,,,,,,,,,0.146,,,
2020,WI,2020-01-05,,,,,,,,,,,0.199,,,
2020,WI,2020-01-06,,,,,,,,,,,0.0313333333333333,,,
2020,WI,2020-01-07,,,,,,,,,,,0.054,,,
2020,WI,2020-01-08,,,,,,,,,,,0.081,,,
2020,WI,2020-01-09,,,,,,,,,,,0.0303333333333333,,,
2020,WI,2020-01-11,,,,,,,,,,,0.0816666666666666,,,
2020,WI,2020-01-13,,,,,,,,,,,0.071,,,
2020,WI,2020-01-14,,,,,,,,,,,0.10128,,,
2020,WI,2020-01-15,,,,,,,,,,,0.1962222222222222,,,
2020,WI,2020-01-21,,,,,,,,,,,0.096,,,
2020,WI,2020-01-22,,19.1,,,,,0.65,10.5,,,0.034,,,
2020,WI,2020-02-02,,,,,,,,,,,0.294,,,
2020,WI,2020-02-03,,16.4,,,,,,4.63,,,0.06325,,,
2020,WI,2020-02-04,,53.625,,,,,,28.15,,,0.0315,,,
2020,WI,2020-02-06,,,,,,,,,,,0.487,,,
2020,WI,2020-02-11,,,,,,,,,,,0.1165,,,
2020,WI,2020-02-12,,,,,,,,,,,0.1046499999999999,,,
2020,WI,2020-02-14,,,,,,,,,,,0.077,,,
2020,WI,2020-02-17,,,,,,,,,,,0.0645,,,
2020,WI,2020-02-18,,22.2,,,,,0.75,12.6,,,0.125,,,
2020,WI,2020-02-21,,,,,,,,,,,0.09,,,
2020,WI,2020-02-24,,,,,,,,,,,0.046,,,
2020,WI,2020-02-29,,,,,,,,,,,0.061,,,
2020,WI,2020-03-01,,,,,,,,,,,1.418,,,
2020,WI,2020-03-02,,,,,,,,,,,0.7521363636363637,,,
2020,WI,2020-03-03,,,,,,,,,,,0.7489310344827587,,,
2020,WI,2020-03-04,,,,,,,,,,,0.7613333333333333,,,
2020,WI,2020-03-05,,,,,,,,,,,0.749095238095238,,,
2020,WI,2020-03-06,,,,,,,,,,,0.5069285714285715,,,
2020,WI,2020-03-07,,,,,,,,,,,0.3035909090909091,,,
2020,WI,2020-03-08,,,,,,,,,,,0.5015,,,
2020,WI,2020-03-09,,,,,,,,,,,0.9233392857142856,,,
2020,WI,2020-03-10,,,,,,,,,,,0.41375,,,
2020,WI,2020-03-11,,19.0,,,,,0.69,10.4,,,0.1765,,,
2020,WI,2020-03-12,,,,,,,,,,,0.502,,,
2020,WI,2020-03-13,,,,,,,,,,,0.3861304347826087,,,
2020,WI,2020-03-14,,,,,,,,,,,0.182,,,
2020,WI,2020-03-15,,,,,,,,,,,0.1754285714285714,,,
2020,WI,2020-03-16,,,,,,,,,,,0.0867777777777777,,,
2020,WI,2020-03-17,,,,,,,,,,,0.1256875,,,
2020,WI,2020-03-18,,,,,,,,,,,0.136625,,,
2020,WI,2020-03-19,,,,,,,,,,,1.0401363636363636,,,
2020,WI,2020-03-20,,,,,,,,,,,0.7245555555555555,,,
2020,WI,2020-03-21,,,,,,,,,,,0.3057692307692308,,,
2020,WI,2020-03-22,,,,,,,,,,,0.1979999999999999,,,
2020,WI,2020-03-23,,,,,,,,,,,0.109,,,
2020,WI,2020-03-24,,,,,,,,,,,0.0266666666666666,,,
2020,WI,2020-03-25,,,,,,,,,,,0.0741111111111111,,,
2020,WI,2020-03-26,,,,,,,,,,,0.3295714285714285,,,
2020,WI,2020-03-27,,,,,,,,,,,0.038,,,
2020,WI,2020-03-28,,,,,,,,,,,0.5702857142857143,,,
2020,WI,2020-03-29,,,,,,,,,,,1.065238095238095,,,
2020,WI,2020-03-30,,,,,,,,,,,0.3364782608695652,,,
2020,WI,2020-03-31,,,,,,,,,,,0.1367499999999999,,,
2020,WI,2020-04-01,,,,,,,,,,,0.178,,,
2020,WI,2020-04-02,,7.14,,,,,0.831,3.9,,,0.111,,,
2020,WI,2020-04-03,,,,,,,,,,,0.031,,,
2020,WI,2020-04-06,,,,,,,,,,,0.1516,,,
2020,WI,2020-04-07,,,,,,,,,,,0.055,,,
2020,WI,2020-04-08,,,,,,,,,,,0.2665,,,
2020,WI,2020-04-10,,,,,,,,,,,0.096,,,
2020,WI,2020-04-12,,,,,,,,,,,0.2467692307692308,,,
2020,WI,2020-04-13,,,,,,,,,,,0.1489166666666666,,,
2020,WI,2020-04-14,,,,,,,,,,,0.0805,,,
2020,WI,2020-04-15,,,,,,,,,,,0.12304,,,
2020,WI,2020-04-17,,,,,,,,,,,0.085,,,
2020,WI,2020-04-20,,,,,,,,,,,0.085,,,
2020,WI,2020-04-21,,9.12,,,,,0.615,5.02,,,,,,
2020,WI,2020-04-22,,14.0,,,,237.0,0.98,4.88,12.4,,0.1244444444444444,,,
2020,WI,2020-04-24,,,,,,,,,,,0.15,,,
2020,WI,2020-04-25,,,,,,,,,,,0.027,,,
2020,WI,2020-04-26,,,,,,,,,,,0.0938333333333333,,,
2020,WI,2020-04-27,,,,,,,,,,,0.1863846153846154,,,
2020,WI,2020-04-28,,39.8,,,,,2.543333333333333,32.4,,,0.0687,,,
2020,WI,2020-04-29,,,,,,,,,,,0.2607727272727272,,,
2020,WI,2020-04-30,,,,,,,,,,,0.241,,,
2020,WI,2020-05-01,,,,,,,,,,,0.127,,,
2020,WI,2020-05-05,,10.7,,,,,,2.83,,,0.092,,,
2020,WI,2020-05-07,,40.48,,,,,1.4217499999999998,22.27,,,0.0194,,,
2020,WI,2020-05-08,,,,,,,,,,,0.033,,,
2020,WI,2020-05-11,,,,,,,,,,,0.071,,,
2020,WI,2020-05-12,,,,,,,,,,,0.0775,,,
2020,WI,2020-05-13,,,,,,,,,,,0.1336428571428571,,,
2020,WI,2020-05-14,,,,,,,,,,,0.082,,,
2020,WI,2020-05-15,,,,,,,,,,,0.17575,,,
2020,WI,2020-05-17,,,,,,,,,,,0.7307837837837838,,,
2020,WI,2020-05-18,,,,,,,,,,,0.4596101694915254,,,
2020,WI,2020-05-19,,,,,,,,,,,0.3731666666666666,,,
2020,WI,2020-05-20,,15.7,,,,,0.711,7.75,,,0.13595,,,
2020,WI,2020-05-21,,,,,,,,,,,0.2023571428571428,,,
2020,WI,2020-05-22,,,,,,,,,,,0.2621428571428571,,,
2020,WI,2020-05-23,,,,,,,,,,,1.0611428571428572,,,
2020,WI,2020-05-24,,,,,,,,,,,0.1,,,
2020,WI,2020-05-26,,,,,,,,,,,1.7127777777777775,,,
2020,WI,2020-05-27,,,,,,,,,,,0.172,,,
2020,WI,2020-05-28,,,,,,,,,,,1.111223404255319,,,
2020,WI,2020-05-29,,,,,,,,,,,0.5508108108108107,,,
2020,WI,2020-05-30,,,,,,,,,,,0.3662499999999999,,,
2020,WI,2020-05-31,,,,,,,,,,,0.211,,,
2020,WI,2020-06-01,,,,,,,,,,,0.1707777777777777,,,
2020,WI,2020-06-02,,,,,,,,,,,0.155,,,
2020,WI,2020-06-03,,,,,,,,,,,0.1639999999999999,,,
2020,WI,2020-06-04,,20.3,,,,,0.873,11.0,,,0.0489999999999999,,,
2020,WI,2020-06-05,,,,,,,,,,,0.136,,,
2020,WI,2020-06-07,,,,,,,,,,,0.3251666666666666,,,
2020,WI,2020-06-08,,,,,,,,,,,0.1838333333333333,,,
2020,WI,2020-06-09,,,,,,,,,,,0.5137857142857143,,,
2020,WI,2020-06-10,,,,,,,,,,,1.1472241379310346,,,
2020,WI,2020-06-11,,24.0,,,,71.4,1.04,8.05,3.64,,0.771,,,
2020,WI,2020-06-12,,,,,,,,,,,0.676142857142857,,,
2020,WI,2020-06-13,,,,,,,,,,,0.3366666666666666,,,
2020,WI,2020-06-14,,,,,,,,,,,0.435,,,
2020,WI,2020-06-15,,,,,,,,,,,0.1674761904761904,,,
2020,WI,2020-06-16,,,,,,,,,,,0.0702,,,
2020,WI,2020-06-17,,16.9,,,,,0.587,8.43,,,,,,
2020,WI,2020-06-18,,,,,,,,,,,0.0448461538461538,,,
2020,WI,2020-06-19,,,,,,,,,,,4.8,,,
2020,WI,2020-06-20,,,,,,,,,,,0.7777272727272727,,,
2020,WI,2020-06-21,,,,,,,,,,,0.5045454545454545,,,
